OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_181	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Crocicreas	 Crocicreas cf. tomentosum F-155
OTU_924	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Acremonium	 Acremonium sp. I AG-2015
OTU_699	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Lemonniera
OTU_1401	Fungi	 Basidiomycota	 Agaricomycetes	 Corticiales	 Corticiaceae	 unidentified	 Corticiaceae sp. BESC103o
OTU_644	Fungi	 Ascomycota	 Eurotiomycetes	 Onygenales	 Ascosphaeraceae	 Ascosphaera	 Ascosphaera acerosa
OTU_264	Fungi	 Basidiomycota	 Pucciniomycetes	 Pucciniales	 Melampsoraceae	 Melampsora	 Melampsora sp. Mel A
OTU_621	Fungi	 Basidiomycota	 Agaricomycetes	 Hymenochaetales	 Schizoporaceae	 Schizopora	 Schizopora paradoxa
OTU_875	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales	 unidentified	 unidentified	 uncultured Lecythophora
OTU_1658	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps pazoutovae
OTU_735	Fungi	 Basidiomycota	 Cystobasidiomycetes	 Cystobasidiales	 Cystobasidiaceae	 Cystobasidium	 Cystobasidium slooffiae
OTU_22	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_1183	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 Acremonium	 Acremonium luzulae
OTU_1535	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Polyporaceae	 Megasporoporia	 Megasporoporia minor
OTU_73	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Bionectriaceae	 Clonostachys	 Clonostachys sp. JCM 28554
OTU_684	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae	 Colpoma	 Colpoma quercinum
OTU_550	Fungi	 Ascomycota	 Leotiomycetes	 unidentified	 Myxotrichaceae	 unidentified	 uncultured Geomyces
OTU_468	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps pazoutovae
OTU_989	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Dictyosporiaceae	 Jalapriya	 Jalapriya pulchra
OTU_789	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia reukaufii
OTU_74	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 Wickerhamiella	 [Candida] bombiphila
OTU_2162	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_776	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymosphaeriaceae	 Montagnula	 Montagnula opulenta
OTU_257	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Pichiaceae	 Ogataea	 Ogataea nakhonphanomensis
OTU_1828	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps monticola
OTU_270	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 Groenewaldozyma	 Groenewaldozyma salmanticensis
OTU_2019	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Irpicaceae	 Ceriporia	 Ceriporia excelsa
OTU_878	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Morchellaceae	 Disciotis	 Disciotis venosa
OTU_295	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Dermateaceae	 Neofabraea	 Neofabraea kienholzii
OTU_61	Fungi	 Basidiomycota	 Malasseziomycetes	 Malasseziales	 Malasseziaceae	 Malassezia	 Malassezia globosa
OTU_521	Fungi	 Ascomycota	 Dothideomycetes	 Asterotexiales	 unidentified	 unidentified	 Taeniolella sp. Ertz 11026
OTU_86	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Polyporaceae	 Trametes	 Trametes cf. versicolor LSPQ-NSM-123
OTU_721	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Dioszegia	 Dioszegia sp. DMKU-SP370
OTU_13	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Sclerotiniaceae	 Botrytis	 Botrytis sp.
OTU_84	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 [Candida] magnoliae
OTU_9	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps pazoutovae
OTU_380	Fungi	 Basidiomycota	 Exobasidiomycetes	 Golubeviales	 Golubeviaceae	 Golubevia	 Golubevia pallescens
OTU_2174	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 Blastobotrys	 Blastobotrys sp. NCAIM Y.01959
OTU_105	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Podosphaera	 Podosphaera euphorbiae-helioscopiae
OTU_897	Fungi	 Ascomycota	 Dothideomycetes	 unidentified	 unidentified	 unidentified	 Dothideomycetes sp. 1 GS-2016
OTU_70	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp.
OTU_353	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Penicillium	 Penicillium sp. JCM 28575
OTU_40	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Phaeosphaeriaceae	 Neosetophoma	 Neosetophoma sp. MFLUCC 16-0886
OTU_332	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Sporormiaceae	 Preussia	 Preussia typharum
OTU_483	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Stachybotryaceae	 Alfaria	 Alfaria sp. ISM-2017a
OTU_144	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Dactylonectria	 Dactylonectria torresensis
OTU_124	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Septoria	 Septoria stellariae
OTU_107	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Phaeosphaeriaceae	 Septoriella	 Septoriella allojunci
OTU_117	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Podosphaera	 Podosphaera sp. BL-2014
OTU_1741	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_551	Fungi	 Basidiomycota	 Exobasidiomycetes	 Microstromatales	 unidentified	 Sympodiomycopsis	 Sympodiomycopsis sp.
OTU_546	Fungi	 Ascomycota	 Sordariomycetes	 Glomerellales	 Glomerellaceae	 Colletotrichum	 Colletotrichum sp. KUC21226
OTU_710	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Neodevriesiaceae	 Neodevriesia	 Neodevriesia capensis
OTU_1744	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Pichiaceae	 Ogataea	 Ogataea sp. UFMG-CA48.1
OTU_457	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 unidentified	 Nectriaceae sp.
OTU_854	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Periconiaceae	 Periconia	 Periconia cookei
OTU_1199	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp.
OTU_971	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps monticola
OTU_247	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_567	Fungi	 Ascomycota	 Sordariomycetes	 Diaporthales	 Gnomoniaceae	 Ophiognomonia	 Ophiognomonia melanostyla
OTU_29	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Candida	 Candida sp. M5
OTU_1482	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Cryptococcaceae	 Cryptococcus	 Cryptococcus sp. CBS 12229
OTU_1245	Fungi	 Ascomycota	 Orbiliomycetes	 Orbiliales	 Orbiliaceae	 Monacrosporium	 Monacrosporium elegans
OTU_659	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Dermateaceae	 Mollisia	 Mollisia sp. 75 OA-2013
OTU_48	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium sp. OTU10 TS-2013
OTU_1031	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 5 SG-2017
OTU_754	Fungi	 Ascomycota	 Lecanoromycetes	 Peltigerales	 Peltigeraceae	 Peltigera	 Peltigera sp. 7b NM-2016
OTU_139	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 Microdochiaceae	 Microdochium	 Microdochium majus
OTU_322	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Volutella	 Volutella citrinella
OTU_769	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Sporormiaceae	 Preussia	 Preussia terricola
OTU_432	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Tricholomataceae	 Calyptella	 Calyptella capula
OTU_446	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Erysiphe	 Erysiphe palczewskii
OTU_1002	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Rhynchogastremataceae	 Papiliotrema	 Papiliotrema frias
OTU_2114	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 6 SG-2017
OTU_1023	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Extremaceae	 Extremus	 Extremus sp. CBS 119436
OTU_2087	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 unidentified	 unidentified	 Xylariales sp.
OTU_252	Fungi	 Ascomycota	 Dothideomycetes	 Botryosphaeriales	 Botryosphaeriaceae	 Neofusicoccum	 Neofusicoccum stellenboschiana
OTU_823	Fungi	 Ascomycota	 Sordariomycetes	 Glomerellales	 Plectosphaerellaceae	 Lectera	 Lectera colletotrichoides
OTU_701	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Niessliaceae	 Niesslia	 Niesslia exilis
OTU_2095	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 5 SG-2017
OTU_472	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 unidentified	 unidentified	 uncultured Sordariales
OTU_54	Fungi	 Basidiomycota	 Tremellomycetes	 Filobasidiales	 Filobasidiaceae	 Filobasidium	 Filobasidium sp. 7/1-40
OTU_98	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Sarocladium	 Sarocladium strictum
OTU_356	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Dissoconiaceae	 Ramichloridium	 Ramichloridium indicum
OTU_51	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp. 11-1090
OTU_1179	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Microascaceae	 Cephalotrichum	 Cephalotrichum nanum
OTU_216	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Acrodontium	 Acrodontium neolitseae
OTU_88	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Blumeria	 Blumeria graminis
OTU_288	Fungi	 Ascomycota	 Dothideomycetes	 Asterinales	 Asterinaceae	 unidentified	 Asterinaceae sp.
OTU_702	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Ambrosiozyma	 Ambrosiozyma oregonensis
OTU_469	Fungi	 Ascomycota	 Lecanoromycetes	 Ostropales	 Porinaceae	 Porina	 Porina aenea
OTU_725	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia reukaufii
OTU_908	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Thelonectria	 Thelonectria torulosa
OTU_331	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Golovinomyces	 Golovinomyces cichoracearum
OTU_1801	Fungi	 Basidiomycota	 Cystobasidiomycetes	 unidentified	 unidentified	 unidentified	 Cystobasidiomycetes sp. MJL-2011
OTU_41	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymellaceae	 Epicoccum	 Epicoccum layuense
OTU_1022	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 5 SG-2017
OTU_834	Fungi	 Ascomycota	 Dothideomycetes	 Venturiales	 Sympoventuriaceae	 Ochroconis	 Ochroconis constricta
OTU_1523	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps monticola
OTU_194	Fungi	 Ascomycota	 Lecanoromycetes	 Ostropales	 Graphidaceae	 Ocellularia	 Ocellularia flavostroma
OTU_15	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 Tetracladium	 Tetracladium sp. J3
OTU_27	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia gruessii
OTU_25	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Candida	 Candida argentea
OTU_517	Fungi	 Ascomycota	 Eurotiomycetes	 Phaeomoniellales	 unidentified	 Phaeomoniella	 Phaeomoniella sp. HBL2005a
OTU_348	Fungi	 Ascomycota	 Sordariomycetes	 Diaporthales	 Valsaceae	 Cytospora	 Cytospora sp. XF-2013c
OTU_683	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 unidentified	 unidentified	 Pleosporales sp. A1039
OTU_635	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Chaetomellaceae	 Chaetomella	 Chaetomella raphigera
OTU_1476	Fungi	 Chytridiomycota	 Chytridiomycetes	 Rhizophydiales	 unidentified	 unidentified	 uncultured Rhizophydiales
OTU_955	Fungi	 Basidiomycota	 Exobasidiomycetes	 Exobasidiales	 Cryptobasidiaceae	 Laurobasidium	 Laurobasidium hachijoense
OTU_1536	Fungi	 Mucoromycota	 unidentified	 Mucorales	 Syncephalastraceae	 Syncephalastrum	 Syncephalastrum sp. CL195
OTU_114	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium sp. JCM 28091
OTU_1423	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Microascaceae	 Parascedosporium	 Parascedosporium tectonae
OTU_42	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia aff. fructicola sp. 1 NS-2016
OTU_1720	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Lecanoraceae	 Lecanora	 Lecanora perpruinosa
OTU_38	Fungi	 Basidiomycota	 Tremellomycetes	 Cystofilobasidiales	 Mrakiaceae	 Tausonia	 Tausonia sp. YS 93
OTU_191	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Microcyclosporella	 Microcyclosporella sp. CBS 118960
OTU_97	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 Apiosporaceae	 Arthrinium	 Arthrinium sp. JCM 28452
OTU_478	Fungi	 Basidiomycota	 Microbotryomycetes	 Leucosporidiales	 Leucosporidiaceae	 Leucosporidium	 Leucosporidium intermedium
OTU_102	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 unidentified	 Hypocreales sp. B1a0194PD2CC591
OTU_196	Fungi	 Basidiomycota	 Tremellomycetes	 Cystofilobasidiales	 Cystofilobasidiaceae	 Cystofilobasidium	 Cystofilobasidium capitatum
OTU_12	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 unidentified	 uncultured Wickerhamiella
OTU_777	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 unidentified	 unidentified	 Tremellales sp. CCFEE 5612
OTU_82	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 unidentified	 uncultured Metschnikowia
OTU_806	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Ceratobasidiaceae	 Rhizoctonia	 Rhizoctonia endophytica
OTU_66	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 Starmerella meliponinorum
OTU_154	Fungi	 Ascomycota	 Dothideomycetes	 Botryosphaeriales	 Aplosporellaceae	 Aplosporella	 Aplosporella ruborum
OTU_442	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Teratosphaeriaceae	 Catenulostroma	 Catenulostroma hermanusense
OTU_362	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp. 415
OTU_2246	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Trichocomaceae	 Talaromyces	 Talaromyces sp.
OTU_1162	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Polyporaceae	 Megasporoporia	 Megasporoporia minor
OTU_268	Fungi	 Ascomycota	 Leotiomycetes	 unidentified	 unidentified	 unidentified	 Leotiomycetes sp. OTU18 TS-2013
OTU_1298	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_46	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Cordycipitaceae	 Beauveria	 Beauveria bassiana
OTU_911	Fungi	 Ascomycota	 Sordariomycetes	 unidentified	 unidentified	 Acrodictys	 Acrodictys porosiseptata
OTU_192	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Dissoconiaceae	 Dissoconium	 Dissoconium sp. KY4 19.1B2
OTU_4	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycetaceae	 unidentified	 uncultured Saccharomyces
OTU_6	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 Starmerella bacillaris
OTU_544	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Cercospora	 Cercospora cf. chenopodii
OTU_2163	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae	 Lophodermium	 Lophodermium piceae
OTU_326	Fungi	 Basidiomycota	 Agaricomycetes	 Russulales	 Hericiaceae	 Hericium	 Hericium sp. JBS-2013
OTU_980	Fungi	 Mucoromycota	 unidentified	 Mucorales	 Mucoraceae	 Mucor	 Mucor sp. JCM 28520
OTU_1013	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Halosphaeriaceae	 Oceanitis	 Oceanitis scuticella
OTU_158	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Ramularia	 Ramularia sp. B JZG-2016
OTU_1468	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 Hypoxylaceae	 Hypoxylon	 Hypoxylon crocopeplum
OTU_44	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Nigrogranaceae	 Nigrograna	 Nigrograna obliqua
OTU_1830	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps humidiphila
OTU_1804	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps monticola
OTU_37	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycetaceae	 Zygosaccharomyces	 Zygosaccharomyces sp. NBRC 10672
OTU_1943	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 unidentified	 Calycina marina
OTU_1544	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Sclerotiniaceae	 Botrytis	 Botrytis sp.
OTU_499	Fungi	 Ascomycota	 Sordariomycetes	 Annulatascales	 Annulatascaceae	 unidentified	 Annulatascaceae sp.
OTU_392	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Rhynchogastremataceae	 Papiliotrema	 Papiliotrema frias
OTU_364	Fungi	 Ascomycota	 Dothideomycetes	 Dothideales	 unidentified	 unidentified	 Dothideales sp. 80 OA-2013
OTU_162	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Ramalinaceae	 Lecania	 Lecania cyrtella
OTU_1657	Fungi	 Basidiomycota	 Agaricostilbomycetes	 Agaricostilbales	 unidentified	 Jianyunia	 Jianyunia sakaguchii
OTU_1477	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Chaetomiaceae	 Chaetomium	 Chaetomium spiculipilium
OTU_2121	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymellaceae	 Epicoccum	 Epicoccum cedri
OTU_781	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Scopinella	 Scopinella solani
OTU_249	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 unidentified	 unidentified	 Eurotiales sp. IC2
OTU_2065	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Cordycipitaceae	 Leptobacillium	 Leptobacillium leptobactrum
OTU_396	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Pichiaceae	 Ogataea	 Ogataea haglerorum
OTU_224	Fungi	 Ascomycota	 Sordariomycetes	 unidentified	 unidentified	 Dendroclathra	 Dendroclathra sp.
OTU_983	Fungi	 Ascomycota	 Lecanoromycetes	 Ostropales	 Graphidaceae	 Calenia	 Calenia monospora
OTU_260	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Vishniacozyma	 Vishniacozyma dimennae
OTU_1251	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia reukaufii
OTU_165	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Massarinaceae	 Massarina	 Massarina rubi
OTU_729	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Acremonium	 Acremonium sp. IV AG-2015
OTU_1150	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Chaetomiaceae	 Subramaniula	 Subramaniula cuniculorum
OTU_77	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 unidentified	 Cadophora	 Cadophora sp. JCM 28585
OTU_1517	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia gruessii
OTU_39	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Pleosporaceae	 Alternaria	 Alternaria sp. RF-2017a
OTU_461	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Vishniacozyma	 Vishniacozyma tephrensis
OTU_297	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 unidentified	 unidentified	 Pleosporales sp. CCF 4378
OTU_95	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 unidentified	 Robillarda	 Robillarda terrae
OTU_72	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Candida	 Candida digboiensis
OTU_75	Fungi	 Basidiomycota	 Exobasidiomycetes	 Golubeviales	 Golubeviaceae	 Golubevia	 Golubevia pallescens
OTU_694	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium sp. 2 MSD-2017
OTU_2	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 [Candida] bombi
OTU_585	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 Bartaliniaceae	 Bartalinia	 Bartalinia pondoensis
OTU_170	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymosphaeriaceae	 unidentified	 Didymosphaeriaceae sp.
OTU_575	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Pezizaceae	 Peziza	 Peziza quelepidotia
OTU_1729	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Acremonium	 Acremonium rutilum
OTU_278	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Phyllactinia	 Phyllactinia fraxini
OTU_636	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 unidentified	 unidentified	 Chaetothyriales sp. BGE-2017a
OTU_2292	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 unidentified	 unidentified	 Pleosporales sp. 74_PH
OTU_1241	Fungi	 Ascomycota	 Sordariomycetes	 unidentified	 unidentified	 Acrodictys	 Acrodictys porosiseptata
OTU_345	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 6 SG-2017
OTU_359	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 unidentified	 Hypocreales sp. IOC-1504
OTU_812	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 Isthmolongispora	 Isthmolongispora ampulliformis
OTU_2031	Fungi	 Basidiomycota	 Pucciniomycetes	 Pucciniales	 Phragmidiaceae	 Phragmidium	 Phragmidium tuberculatum
OTU_590	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Stachybotryaceae	 Albifimbria	 Albifimbria viridis
OTU_149	Fungi	 Ascomycota	 Sordariomycetes	 Ophiostomatales	 Ophiostomataceae	 Ophiostoma	 Ophiostoma cf. floccosum
OTU_534	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Aspergillus	 Aspergillus aureolus
OTU_520	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Cordycipitaceae	 unidentified	 Cordycipitaceae sp.
OTU_731	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 unidentified	 Chalara	 Chalara longipes
OTU_618	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps monticola
OTU_11	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 Starmerella sp.
OTU_1363	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Lophiostomataceae	 Vaginatispora	 Vaginatispora fuckelii
OTU_59	Fungi	 Basidiomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Basidiomycota
OTU_127	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium cf. oxysporum OP 12.d
OTU_404	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Massarinaceae	 Massarina	 Massarina sp. MUT 4405
OTU_1000	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 6 SG-2017
OTU_565	Fungi	 Ascomycota	 Sordariomycetes	 unidentified	 unidentified	 Sporidesmium	 Sporidesmium olivaceoconidium
OTU_119	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium sporotrichioides
OTU_182	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Mycosphaerellaceae	 Ramularia	 Ramularia unterseheri
