OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_711	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Neoerysiphe	 Neoerysiphe galeopsidis
OTU_1131	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Microascaceae	 Microascus	 Microascus micronesiensis
OTU_529	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium avenaceum
OTU_638	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Pleosporaceae	 Pyrenophora	 Pyrenophora dictyoides
OTU_109	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Starmerella	 Starmerella bombicola
OTU_239	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Discinaceae	 Gyromitra	 Gyromitra caroliniana
OTU_675	Fungi	 Ascomycota	 Dothideomycetes	 unidentified	 Halojulellaceae	 Halojulella	 Halojulella avicenniae
OTU_1314	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 unidentified	 uncultured Ascomycota
OTU_292	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Yamadazyma	 [Candida] friedrichii
OTU_640	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 Trichomonascus	 Trichomonascus ciferrii
OTU_354	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 unidentified	 Hypocreales sp.
OTU_795	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Trematosphaeriaceae	 Trematosphaeria	 Trematosphaeria pertusa
OTU_374	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Microascaceae	 Cephalotrichum	 Cephalotrichum columnare
OTU_1640	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Vishniacozyma	 Vishniacozyma aff. victoriae
OTU_1388	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Candida	 Candida sp. IOY-9
OTU_548	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Torulaceae	 Dendryphion	 Dendryphion europaeum
OTU_28	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Yamadazyma	 [Candida] membranifaciens
OTU_698	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Teichosporaceae	 Magnibotryascoma	 Magnibotryascoma mali
OTU_1591	Fungi	 Ascomycota	 Dothideomycetes	 Valsariales	 Valsariaceae	 Valsaria	 Valsaria sp. KUC21259
OTU_287	Fungi	 Ascomycota	 Taphrinomycetes	 Taphrinales	 Protomycetaceae	 Protomyces	 Protomyces inundatus
OTU_106	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Ramalinaceae	 Bacidina	 Bacidina neosquamulosa
OTU_629	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Bolbitiaceae	 Agrocybe	 Agrocybe cf. ochracea
OTU_792	Fungi	 Ascomycota	 Geoglossomycetes	 Geoglossales	 Geoglossaceae	 Trichoglossum	 Trichoglossum rasum
OTU_50	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymellaceae	 Didymella	 Didymella sinensis
OTU_32	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 [Candida] pimensis
OTU_35	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Kuraishia	 Kuraishia capsulata
OTU_8	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycodaceae	 Hanseniaspora	 Hanseniaspora sp.
OTU_7	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Pichiaceae	 Ogataea	 Ogataea nakhonphanomensis
OTU_14	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Pleosporaceae	 Alternaria	 Alternaria sp. JCM 28581
OTU_163	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Lasiosphaeriaceae	 Cladorrhinum	 Cladorrhinum samala
OTU_30	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp. 415
OTU_310	Fungi	 Ascomycota	 Dothideomycetes	 unidentified	 unidentified	 unidentified	 Dothideomycetes sp. 1 GS-2016
OTU_856	Fungi	 Ascomycota	 Sordariomycetes	 Microascales	 Microascaceae	 Scopulariopsis	 Scopulariopsis brumptii
OTU_156	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Exophiala	 Exophiala sp. SL-2015c
OTU_125	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp. 11-1089
OTU_128	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Cordycipitaceae	 Simplicillium	 Simplicillium chinense
OTU_56	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia kunwiensis
OTU_439	Fungi	 Ascomycota	 Lecanoromycetes	 Caliciales	 Physciaceae	 Physcia	 Physcia dubia
OTU_101	Fungi	 Ascomycota	 Taphrinomycetes	 Taphrinales	 Protomycetaceae	 Protomyces	 Protomyces inouyei
OTU_347	Fungi	 Ascomycota	 Eurotiomycetes	 Pyrenulales	 Pyrenulaceae	 Anthracothecium	 Anthracothecium prasinum
OTU_80	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium sp. H4
OTU_408	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp.
OTU_421	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 [Candida] pimensis
OTU_2269	Fungi	 Ascomycota	 Lecanoromycetes	 Ostropales	 Graphidaceae	 Calenia	 Calenia monospora
OTU_2331	Fungi	 Ascomycota	 Taphrinomycetes	 Taphrinales	 Protomycetaceae	 Protomyces	 Protomyces inouyei
OTU_335	Fungi	 Basidiomycota	 Tremellomycetes	 Cystofilobasidiales	 Mrakiaceae	 Udeniomyces	 Udeniomyces sp. PDD-32b-68
OTU_819	Fungi	 Basidiomycota	 Tremellomycetes	 Filobasidiales	 Filobasidiaceae	 Naganishia	 Naganishia albida
OTU_183	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Dioszegia	 Dioszegia sp. PDD-14b-1
OTU_126	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 unidentified	 Sarocladium	 Sarocladium terricola
OTU_627	Fungi	 Ascomycota	 Leotiomycetes	 unidentified	 unidentified	 unidentified	 Leotiomycetes sp. JCM 28455
OTU_1951	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycetaceae	 Issatchenkia	 Issatchenkia sp. YM24322
OTU_1557	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps pazoutovae
OTU_1138	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Claviceps	 Claviceps pazoutovae
OTU_161	Fungi	 Ascomycota	 Sordariomycetes	 Xylariales	 unidentified	 unidentified	 uncultured Microdochium
OTU_209	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Amorosiaceae	 Angustimassarina	 Angustimassarina premilcurensis
OTU_1942	Fungi	 Ascomycota	 Lecanoromycetes	 Pertusariales	 Icmadophilaceae	 Siphulella	 Siphulella coralloidea
OTU_416	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Podosphaera	 Podosphaera leucotricha
OTU_108	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 unidentified	 Ambrosiozyma	 Ambrosiozyma oregonensis
OTU_898	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Aspergillus	 Aspergillus sp. JCM 28013
OTU_190	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Strophariaceae	 Deconica	 Deconica coprophila
OTU_800	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 Rattania	 Rattania sp.
OTU_360	Fungi	 Ascomycota	 Dothideomycetes	 Dothideales	 Dothioraceae	 Sydowia	 Sydowia polyspora
OTU_484	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Sawadaea	 Sawadaea sp. MUMH609
OTU_341	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Thysanorea	 Thysanorea papuana
OTU_646	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Chaetomiaceae	 Dichotomopilus	 Dichotomopilus subfunicola
OTU_1297	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Aspergillus	 Aspergillus dimorphicus
OTU_1100	Fungi	 Ascomycota	 Dothideomycetes	 Botryosphaeriales	 Botryosphaeriaceae	 Macrophomina	 Macrophomina phaseolina
OTU_2271	Fungi	 Chytridiomycota	 Chytridiomycetes	 Rhizophlyctidales	 Sonoraphlyctidaceae	 Sonoraphlyctis	 Sonoraphlyctis sp. PL AUS 033
OTU_411	Fungi	 Basidiomycota	 Tremellomycetes	 Trichosporonales	 Trichosporonaceae	 Cutaneotrichosporon	 Cutaneotrichosporon moniliiforme
OTU_431	Fungi	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Erysiphe	 Erysiphe euonymi-japonici
OTU_888	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 6 SG-2017
OTU_1589	Fungi	 Chytridiomycota	 Chytridiomycetes	 Rhizophydiales	 Halomycetaceae	 Paranamyces	 Paranamyces sp.
OTU_1861	Fungi	 Basidiomycota	 Malasseziomycetes	 Malasseziales	 Malasseziaceae	 Malassezia	 Malassezia sympodialis
OTU_2324	Fungi	 Mucoromycota	 unidentified	 Mucorales	 Mucoraceae	 Mucor	 Mucor circinelloides
OTU_1714	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 unidentified	 Massariosphaeria	 Massariosphaeria typhicola
OTU_476	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Polyporaceae	 Polyporus	 Polyporus dictyopus
OTU_1596	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Sporormiaceae	 Westerdykella	 Westerdykella nigra
OTU_229	Fungi	 Basidiomycota	 Tremellomycetes	 Trichosporonales	 Trichosporonaceae	 Apiotrichum	 Apiotrichum porosum
OTU_2088	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Stephanonectria	 Stephanonectria sp.
OTU_752	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia sp.
OTU_1559	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Caloscyphaceae	 Caloscypha	 Caloscypha incarnata
OTU_1816	Fungi	 Chytridiomycota	 Chytridiomycetes	 Rhizophlyctidales	 Sonoraphlyctidaceae	 Sonoraphlyctis	 Sonoraphlyctis sp. PL AUS 033
OTU_490	Fungi	 Ascomycota	 Lecanoromycetes	 Trapeliales	 Trapeliaceae	 Lambiella	 Lambiella caeca
OTU_597	Fungi	 Basidiomycota	 Cystobasidiomycetes	 Erythrobasidiales	 Erythrobasidiaceae	 Erythrobasidium	 Erythrobasidium elongatum
OTU_1024	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Neonectria	 Neonectria microconidia
OTU_779	Fungi	 Basidiomycota	 Tremellomycetes	 Trichosporonales	 Trichosporonaceae	 Trichosporon	 Trichosporon aquatile
OTU_1021	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Sclerotiniaceae	 Monilinia	 Monilinia polystroma
OTU_1166	Fungi	 Ascomycota	 Dothideomycetes	 unidentified	 unidentified	 unidentified	 Dothideomycetes sp. genotype 375
OTU_744	Fungi	 Ascomycota	 unidentified	 unidentified	 unidentified	 Acremonium	 Acremonium sp. TK1-22
OTU_1230	Fungi	 Ascomycota	 Orbiliomycetes	 Orbiliales	 Orbiliaceae	 Dactylella	 Dactylella clavata
OTU_1203	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Bolbitiaceae	 Bolbitius	 Bolbitius coprophilus
OTU_1085	Fungi	 Basidiomycota	 Agaricomycetes	 Corticiales	 Vuilleminiaceae	 Vuilleminia	 Vuilleminia comedens
OTU_1983	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Cladosporiaceae	 Cladosporium	 Cladosporium sp. 6 SG-2017
OTU_1963	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Thyronectria	 Thyronectria sinopica
OTU_847	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Metschnikowiaceae	 Metschnikowia	 Metschnikowia gruessii
OTU_1956	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Atheliaceae	 Cristinia	 Cristinia rhenana
OTU_137	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Hyphopichia	 Hyphopichia pseudoburtonii
OTU_2193	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymosphaeriaceae	 Spegazzinia	 Spegazzinia sp. yone 279
