"X020101"	"X020102"	"X020103"	"X020104"	"X020205"	"X020206"	"X020207"	"X020208"	"X020309"	"X020310"	"X020311"	"X020312"	"X040101"	"X040102"	"X040103"	"X040104"	"X040205"	"X040206"	"X040207"	"X040208"	"X040309"	"X040310"	"X040311"	"X040312"
"OTU_1990"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"OTU_2"	41	7341	103	91894	4960	108	49412	9046	5288	14855	75574	111697	10476	56	76	80893	10	12	17	1055	15	14250	19	0
"OTU_2019"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2022"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_203"	0	1	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2031"	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2035"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	18	0	0	24	0	0
"OTU_2039"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_204"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	207	0	0	0	0	0	0	0	0
"OTU_2056"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2063"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2065"	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2067"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"OTU_2071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
"OTU_208"	0	8	4	9	122	1	0	18	7	7	9	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_2089"	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_209"	0	4	0	3	0	0	0	1	0	63	0	1	0	0	0	0	1	0	0	0	5	0	54	1
"OTU_2090"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"OTU_2095"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_21"	27	811	53	551	301	588	223	72	55	130	103	18	841	2896	1125	51	1182	16373	4063	24	717	75	258	197
"OTU_210"	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2114"	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2116"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2123"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2125"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2141"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_2149"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_215"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
"OTU_2150"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2152"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_216"	0	12	0	42	5	1	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	1
"OTU_217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0
"OTU_2171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"OTU_2174"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2180"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2188"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_219"	0	18	0	4	16	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
"OTU_2193"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_22"	0	0	4	0	3	0	0	0	3	1	0	0	0	0	0	0	8	0	0	0	0	0	0	1
"OTU_2210"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"OTU_2225"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2230"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2249"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU_225"	0	96	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"OTU_2256"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_226"	0	7	0	1	6	32	0	0	0	7	3	0	0	0	3	0	17	0	0	0	1	0	0	0
"OTU_2265"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2267"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_227"	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2275"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2276"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_229"	1	144	0	2	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_23"	0	14	321	0	0	0	91	2	492	0	5	21	111	489	40728	394	36	58	63	22	2355	143	527	135
"OTU_230"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	152	0	0	2
"OTU_2311"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"OTU_2317"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2318"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"OTU_2324"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2325"	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2337"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_235"	0	0	0	0	0	0	0	0	0	0	0	0	122	0	2	0	0	0	0	1	0	28	0	0
"OTU_2350"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2353"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_236"	0	16	2	7	7	9	4	0	1	2	1	0	0	0	5	0	0	0	0	0	1	1	0	0
"OTU_2368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"OTU_237"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"OTU_2378"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_238"	0	0	0	0	0	0	1	0	1	0	1	0	6	30	13	3	3	1	5	0	2	8	5	4
"OTU_239"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_243"	0	22	9	5	9	16	12	1	13	1	4	0	1	24	6	0	3	0	0	0	0	0	0	1
"OTU_248"	0	0	0	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_249"	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_25"	0	12	4	11	9	22	23	46200	0	0	0	0	0	0	25	0	0	0	0	0	0	6	0	0
"OTU_250"	1	0	7	1	0	11	0	6	1	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0
"OTU_251"	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_252"	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_256"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_260"	0	0	1	4	10	4	2	4	0	3	0	0	0	12	9	0	0	0	0	0	0	2	0	1
"OTU_264"	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU_267"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_268"	0	161	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_27"	11	3792	274	2072	2784	10436	1112	416	2866	2852	68	610	1786	5	96	169	238	11	496	56	4279	115	1341	0
"OTU_270"	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0
"OTU_272"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_273"	0	0	0	0	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	0	1	9	0	0
"OTU_274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
"OTU_277"	0	16	0	11	1	0	2	3	6	0	1	0	1	5	0	0	0	0	1	0	5	5	0	0
"OTU_28"	1	0	0	0	0	0	0	0	0	7	0	0	12	24	15	14	0	4	0	0	0	0	0	0
"OTU_282"	0	62	0	2	1	2	6	0	0	1	2	0	5	4	13	0	0	0	0	0	11	0	3	1
"OTU_283"	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	31	0	0
"OTU_284"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0
"OTU_286"	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"OTU_287"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_288"	0	18	13	12	6	7	0	0	0	4	0	1	0	3	0	21	0	0	0	0	0	1	0	0
"OTU_292"	0	1	0	2	0	0	0	0	1	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
"OTU_295"	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_298"	0	3	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	4	0
"OTU_3"	42783	793	1934	46	43	556	26	837	120	51	67	29	5	28	31	5	0	1	13	3	138	7	0	0
"OTU_30"	4	0	0	2	1	0	2	0	0	0	0	17	268	1625	95	41	5089	26	361	3831	17613	64	769	156
"OTU_303"	0	3	1	13	2	8	41	1	0	0	8	0	0	1	4	0	0	23	3	0	10	0	0	1
"OTU_306"	1	37	4	4	8	10	13	1	0	13	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU_307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_309"	0	0	6	5	0	0	0	25	0	0	2	0	0	0	27	12	0	0	0	1	0	0	0	0
"OTU_31"	14	0	45	79	14	0	10	0	111	0	56	24	3939	27	0	113	14	0	0	111	4	7	3	0
"OTU_310"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
"OTU_32"	3	1	0	0	3	0	0	3	6	3	1	3	14	2	10	0	0	0	0	0	0	1	0	0
"OTU_321"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
"OTU_322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	28	0	0
"OTU_323"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	75	0	0	0	165	0	0	0
"OTU_324"	0	0	0	7	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_326"	0	53	0	0	0	0	0	0	3	2	0	0	0	0	2	0	2	0	0	0	1	0	0	4
"OTU_331"	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"OTU_332"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	0	0	0	0	0	0	0
"OTU_334"	0	11	11	0	5	14	12	0	2	0	0	1	0	0	0	1	0	0	1	0	0	2	0	4
"OTU_335"	0	0	0	4	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_336"	0	105	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_337"	0	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_339"	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_341"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_342"	0	0	0	0	0	0	0	0	0	0	0	0	1	27	8	3	3	2	0	0	9	0	5	12
"OTU_343"	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_345"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_347"	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_348"	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_349"	0	29	0	1	12	0	1	9	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
"OTU_35"	676	2	849	62	0	1539	5	968	0	19	0	1	0	1	0	0	0	2	0	0	0	0	0	0
"OTU_353"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_354"	0	7	0	12	4	12	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_355"	0	6	2	12	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	9	0
"OTU_356"	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_359"	0	2	0	15	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_36"	2	0	0	0	0	0	4	1	0	1	2	1	0	9	2	3	0	0	0	0	1	0	0	0
"OTU_363"	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_365"	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_367"	1	8	3	4	15	12	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_37"	2	1	2	0	10	6	0	0	12639	7	22	7	4	0	14	0	0	2	4	3	5	5070	1	2
"OTU_374"	0	35	7	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_375"	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_379"	0	2	15	0	17	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	9	0
"OTU_380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"OTU_387"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
"OTU_388"	0	0	0	0	0	4	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	3
"OTU_389"	0	0	1	1	14	33	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_39"	27	696	152	195	781	305	515	67	116	74	56	16	527	279	218	13	383	13	523	0	1203	59	103	123
"OTU_392"	0	8	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU_397"	0	5	1	5	18	17	4	0	0	9	0	0	0	12	0	0	6	0	1	0	1	1	0	0
"OTU_398"	0	0	0	0	0	0	0	0	0	0	0	0	3	15	2	0	4	0	1	0	12	0	1	0
"OTU_399"	0	6	0	0	0	5	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4"	19	15	0	0	1	0	5	9	19	28	5	14	5	55	38	72	0	8	0	2	16	1	14	0
"OTU_40"	6	100	43	23	280	80	26	59	5	753	8	14	7	203	0	13	1716	11	63	2	363	12	8324	4
"OTU_401"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	2	5	0	4	0	7	0	0	1
"OTU_406"	0	44	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_41"	47	848	103	175	556	308	582	121	32	227	16	9	168	331	160	26	517	14	140	5	350	31	177	79
"OTU_411"	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
"OTU_412"	0	0	0	0	0	0	0	0	27	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_416"	0	29	1	0	2	0	0	0	3	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_417"	0	13	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_42"	26	66	7	7	6	773	7	12	38	3	0	29	149	9	13	3	146	1	4	2	75	23	850	125
"OTU_423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	35	0
"OTU_427"	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_428"	30	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_431"	5	20	1	0	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_432"	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_433"	0	0	6	0	0	17	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_435"	0	0	0	19	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_438"	0	0	0	12	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_439"	0	0	3	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
"OTU_44"	0	0	0	0	0	0	0	0	20	9193	0	1	0	0	0	6	0	0	0	0	0	0	0	1
"OTU_446"	0	65	0	0	0	0	2	0	0	0	0	2	0	8	0	0	1	0	0	0	2	0	1	1
"OTU_45"	0	0	0	0	0	0	0	0	0	1	2	0	4	3	2	1	0	1	0	0	1	0	1	0
"OTU_453"	0	0	0	0	22	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_457"	0	28	8	0	0	0	0	1	1	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0
"OTU_459"	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_46"	0	3	2	31	1	2	6823	5	0	0	0	14	0	6	0	0	23	0	0	1	1	1	0	0
"OTU_461"	0	6	2	7	121	8	11	11	2	0	5	0	2	2	1	0	1	0	2	0	1	0	0	0
"OTU_462"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_463"	2	0	0	0	0	4	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_465"	0	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0
"OTU_466"	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_469"	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0
"OTU_472"	0	33	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_476"	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
"OTU_477"	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_478"	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_48"	5	375	13	56	345	65	6723	11	33	25	20	6	0	13	1	5	11	0	0	0	1	7	0	1
"OTU_483"	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
"OTU_484"	1	6	0	4	15	4	0	0	5	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0
"OTU_490"	0	30	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_493"	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_496"	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_5"	479	14256	2109	10486	30774	14627	7891	2702	3772	3656	4180	609	6296	6726	9258	275	7205	407	3384	225	4447	153	2574	2665
"OTU_50"	3	384	45	40	148	135	81	19	23	87	18	11	0	18	11	8	1632	18	3	2	221	49	3	6
"OTU_501"	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0
"OTU_502"	0	9	2	7	4	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
"OTU_503"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_507"	0	0	4	0	6	0	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
"OTU_510"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	1
"OTU_517"	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_518"	0	3	0	0	1	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"OTU_519"	0	5	0	1	1	20	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_521"	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_522"	0	0	17	12	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_524"	0	3	1	4	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
"OTU_53"	0	0	3	4	5140	3	3	2	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0
"OTU_534"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_541"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
"OTU_542"	0	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_546"	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"OTU_549"	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"OTU_552"	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_56"	5	0	0	209	0	0	8	0	34	66	9	12	3871	3	0	0	0	0	0	91	0	0	0	0
"OTU_560"	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
"OTU_567"	2	0	0	0	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_57"	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	0	0	1	0	0	0	0	0	0
"OTU_570"	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_575"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0
"OTU_58"	7	132	0	3659	37	50	19	1	3	3	10	5	6	0	0	8	1	4	10	1	76	3	46	1
"OTU_585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
"OTU_588"	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_592"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	3	0	0	0
"OTU_597"	0	30	0	1	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0
"OTU_6"	3	1	2	21	3	21	1	0	1	2	1	0	9548	8125	4596	258	17909	213	398	1444	34051	867	2490	1657
"OTU_603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"OTU_608"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	7	0	5	0	3	2	4	1
"OTU_610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4
"OTU_613"	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_614"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_615"	0	0	0	21	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_618"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_621"	0	16	1	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_627"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"OTU_633"	0	6	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_636"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_64"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
"OTU_640"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_643"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"OTU_644"	0	5	0	0	2	3	3	0	1	0	0	1	3	0	0	0	0	0	0	5	0	1	0	0
"OTU_652"	0	1	2	6	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
